video_id,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,date
fUC6LJEbwHo,2016-06-28T10:30:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Befikra FULL VIDEO SONG | Tiger Shroff, Disha Patani | Meet Bros ADT | Sam Bombay","Presenting latest song Befikra feat Tiger Shroff, Disha Patani composed by Meet Bros and penned by Kumaar. The video is directed by SAM BOMBAY. Song: ...",https://i.ytimg.com/vi/fUC6LJEbwHo/default.jpg,120,90,https://i.ytimg.com/vi/fUC6LJEbwHo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fUC6LJEbwHo/hqdefault.jpg,480,360,T-Series,none,2016-06-28
OOnMt-LtchU,2016-06-29T13:40:01.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Bollywood Monsoon Special | Video Jukebox | Monsoon Love Hits | Latest Hindi Songs,Bollywood Rain Romance || Hindi Song 2017 || Latest Hindi Songs T-Series presents Bollywood Monsoon Special Hindi Songs Video Jukebox. Enjoy the latest ...,https://i.ytimg.com/vi/OOnMt-LtchU/default.jpg,120,90,https://i.ytimg.com/vi/OOnMt-LtchU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OOnMt-LtchU/hqdefault.jpg,480,360,T-Series,none,2016-06-29
TXuJcO5G6TA,2016-07-09T12:34:59.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"THE SHIMMER OF SINDHU Full Song | Mohenjo Daro | Hrithik Roshan, Pooja Hegde | A R Rahman","Presenting ""THE SHIMMER OF SINDHU"" full audio song from the upcoming bollywood movie MOHENJO DARO starring Hrithik Roshan & Pooja Hegde in lead ...",https://i.ytimg.com/vi/TXuJcO5G6TA/default.jpg,120,90,https://i.ytimg.com/vi/TXuJcO5G6TA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TXuJcO5G6TA/hqdefault.jpg,480,360,T-Series,none,2016-07-09
Ajl3QYhKYoI,2016-08-05T10:23:43.000Z,UCq-Fj5jknLsUf-MWSy4_brA,RAJJ RAJJ KE Full Song Audio | Akira | Sonakshi Sinha | Konkana Sen Sharma | Anurag Kashyap |,"T-Series presents Bollywood Movie ""Akira"" Full Audio Song ""RAJJ RAJJ KE"". Akira is an action drama film directed by A.R. Murugadoss and produced by Fox ...",https://i.ytimg.com/vi/Ajl3QYhKYoI/default.jpg,120,90,https://i.ytimg.com/vi/Ajl3QYhKYoI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ajl3QYhKYoI/hqdefault.jpg,480,360,T-Series,none,2016-08-05
kJy2M3bD4Dw,2016-09-05T14:07:56.000Z,UCq-Fj5jknLsUf-MWSy4_brA,M. S. DHONI - THE UNTOLD STORY Full Songs (Audio) | Sushant Singh Rajput | Audio Jukebox |T- Series,0:00 BESABRIYAAN ▻ 04:17 KAUN TUJHE ▻ 08:25 JAB TAK ▻11:13 PHIR KABHI ▻ 15:52 PARWAH NAHIN ▻ 19:53 JAB TAK (REDUX) ▻ 23:34 ...,https://i.ytimg.com/vi/kJy2M3bD4Dw/default.jpg,120,90,https://i.ytimg.com/vi/kJy2M3bD4Dw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kJy2M3bD4Dw/hqdefault.jpg,480,360,T-Series,none,2016-09-05
Yt6t1cUXLy8,2016-09-16T02:30:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,ISHQA Video  Song | DISHOOM | John Abraham | Varun Dhawan | Jacqueline Fernandez | Pritam | T-Series,"T-Series present Bollywood Movie Dishoom Video Song ""Ishqa"" movie staring John Abraham, Varun Dhawan, Jacqueline Fernandez, Akshay Khanna in ...",https://i.ytimg.com/vi/Yt6t1cUXLy8/default.jpg,120,90,https://i.ytimg.com/vi/Yt6t1cUXLy8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Yt6t1cUXLy8/hqdefault.jpg,480,360,T-Series,none,2016-09-16
KSGYVl4ZgRs,2016-09-26T13:18:59.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"LO MAAN LIYA Full Video Song | Raaz Reboot | Arijit Singh|Emraan Hashmi,Kriti Kharbanda,Gaurav Arora","Gulshan Kumar & Vishesh Films in association with Mahesh Bhatt, Mukesh Bhatt & Bhushan Kumar presents "" Lo Maan Liya"" Full Video Song from RAAZ ...",https://i.ytimg.com/vi/KSGYVl4ZgRs/default.jpg,120,90,https://i.ytimg.com/vi/KSGYVl4ZgRs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KSGYVl4ZgRs/hqdefault.jpg,480,360,T-Series,none,2016-09-26
4atPpRwZdhA,2016-09-26T08:32:23.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"BAISAA Video Song | PARCHED | Radhika ,Tannishtha, Surveen &amp; Adil Hussain","Presenting the Video Song ""BAISAA"" from the bollywood movie PARCHED. Parched is a Indian drama film written and directed by Leena Yadav and produced ...",https://i.ytimg.com/vi/4atPpRwZdhA/default.jpg,120,90,https://i.ytimg.com/vi/4atPpRwZdhA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4atPpRwZdhA/hqdefault.jpg,480,360,T-Series,none,2016-09-26
PgCT1xcow2w,2016-10-21T13:35:47.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"&quot;Wajah Tum Ho&quot; Audio (Title Song) Mithoon, Tulsi Kumar, Sana Khan, Sharman, Gurmeet | Vishal Pandya","Presenting full audio song ""Wajah Tum Ho"" from movie Wajah Tum Ho directed by Vishal Pandya and produced by T-Series Films starring Sana Khan, Sharman ...",https://i.ytimg.com/vi/PgCT1xcow2w/default.jpg,120,90,https://i.ytimg.com/vi/PgCT1xcow2w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PgCT1xcow2w/hqdefault.jpg,480,360,T-Series,none,2016-10-21
DwsV4uTaQwM,2016-10-27T03:30:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Wajah Tum Ho: Dil Ke Paas Song | Arijit Singh, Tulsi Kumar","Presenting another soulful track from movie ""Wajah Tum Ho"" titled DIL KE PAAS in the voice of Arijit Singh, Tulsi Kumar. The movie is directed by Vishal Pandya ...",https://i.ytimg.com/vi/DwsV4uTaQwM/default.jpg,120,90,https://i.ytimg.com/vi/DwsV4uTaQwM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DwsV4uTaQwM/hqdefault.jpg,480,360,T-Series,none,2016-10-27
58kOTj-Fe1E,2016-11-03T10:47:19.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Dil Mein Chhupa Loonga Video Song | Wajah Tum Ho | Armaan Malik &amp; Tulsi Kumar | Meet Bros,"Presenting brand new Bollywood track ""Dil Mein Chhupa Loonga "" from movie Wajah Tum Ho directed by Vishal Pandya and produced by T-Series Films ...",https://i.ytimg.com/vi/58kOTj-Fe1E/default.jpg,120,90,https://i.ytimg.com/vi/58kOTj-Fe1E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/58kOTj-Fe1E/hqdefault.jpg,480,360,T-Series,none,2016-11-03
Yq6mzcWR0PE,2016-11-09T15:00:07.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"PADHOGE LIKHOGE Full Video Song | M.S. DHONI -THE UNTOLD STORY |Sushant Singh Rajput, Disha Patani","T-Series present Bollywood Movie ""M. S. DHONI - THE UNTOLD STORY"" Full Video Song ""PADHOGE LIKHOGE"" movie starring Sushant Singh Rajput in the ...",https://i.ytimg.com/vi/Yq6mzcWR0PE/default.jpg,120,90,https://i.ytimg.com/vi/Yq6mzcWR0PE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Yq6mzcWR0PE/hqdefault.jpg,480,360,T-Series,none,2016-11-09
QWU5RBsWDNQ,2016-11-12T12:20:07.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Koi Ishaara Lyrical |  Force 2 | John Abraham, Sonakshi Sinha, Amaal Mallik | Armaan Malik |T-Series","Presenting FORCE 2 new romantic song ""Koi Ishara"" with Lyrics featuring John Abraham, Sonakshi Sinha & Tahir Raj Bhasin Song Credits: Song : KOI ...",https://i.ytimg.com/vi/QWU5RBsWDNQ/default.jpg,120,90,https://i.ytimg.com/vi/QWU5RBsWDNQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QWU5RBsWDNQ/hqdefault.jpg,480,360,T-Series,none,2016-11-12
H2atWmyVGwI,2016-11-22T08:01:37.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Avi J: Die Hard Fan Video Song | Deep Jandu | T-Series,"Presenting Avi J's latest song ""Die Hard Fan"" Full Video Song. The music is composed by ""Deep Jandu"". The song Is sung & penned by Avi J. Song ♫Also ...",https://i.ytimg.com/vi/H2atWmyVGwI/default.jpg,120,90,https://i.ytimg.com/vi/H2atWmyVGwI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H2atWmyVGwI/hqdefault.jpg,480,360,T-Series,none,2016-11-22
V1oczq_8L0E,2016-11-24T13:18:27.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"ISHQ MUBARAK Full Video Song || Tum Bin 2 || Arijit Singh | Neha Sharma, Aditya Seal &amp; Aashim Gulati","Presenting the Full Video Song ISHQ MUBARAK from the Bollywood movie Tum Bin 2 , which is an Indian romantic drama film, written and directed by Anubhav ...",https://i.ytimg.com/vi/V1oczq_8L0E/default.jpg,120,90,https://i.ytimg.com/vi/V1oczq_8L0E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/V1oczq_8L0E/hqdefault.jpg,480,360,T-Series,none,2016-11-24
4_Bx17GfIEc,2016-11-24T07:30:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Jaz Dhami : Teri Ah Full Video Song  | Steel Banglez | Latest Song 2016,"Download from iTunes : https://goo.gl/Db1RBy We bring to Jaz Dhami 's latest Song ""Teri Ah"" Video Song. The song is penned by Kay V, Mickey Singh & Jaz ...",https://i.ytimg.com/vi/4_Bx17GfIEc/default.jpg,120,90,https://i.ytimg.com/vi/4_Bx17GfIEc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4_Bx17GfIEc/hqdefault.jpg,480,360,T-Series,none,2016-11-24
kYLRZbL1B6A,2016-12-10T13:37:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Kaabil Hoon Full Song With Lyrics | Hrithik Roshan, Yami Gautam | Kaabil","Presenting full audio with lyrics of Kaabil Hoon from Bollywood Movie ""KAABIL"" ,which is the story of a man who lived, laughed and loved just like everyone in ...",https://i.ytimg.com/vi/kYLRZbL1B6A/default.jpg,120,90,https://i.ytimg.com/vi/kYLRZbL1B6A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kYLRZbL1B6A/hqdefault.jpg,480,360,T-Series,none,2016-12-10
rEu75-JOVzU,2017-02-08T04:49:42.000Z,UCq-Fj5jknLsUf-MWSy4_brA,MERI JEET BOHEMIA Full  Song | Skull &amp; Bones,"Presenting ""Bohemia"" brand new song MERI JEET from Bohemia's SKULL & BONES album. Get it on iTunes : http://bit.ly/meri-jeet-itunes Also, Listen to it on ...",https://i.ytimg.com/vi/rEu75-JOVzU/default.jpg,120,90,https://i.ytimg.com/vi/rEu75-JOVzU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rEu75-JOVzU/hqdefault.jpg,480,360,T-Series,none,2017-02-08
6oPAGM0o3DU,2017-02-15T10:56:07.000Z,UCq-Fj5jknLsUf-MWSy4_brA,&quot;BOHEMIA&quot; Zamana Jali Full Audio Song | Skull &amp; Bones | T-Series,"Presenting ""Bohemia"" Zamana Jali full Audio song from the album ""Skull & Bones"". Get it on iTunes : http://bit.ly/skull-and-bones-full-album-itunes Also Stream it ...",https://i.ytimg.com/vi/6oPAGM0o3DU/default.jpg,120,90,https://i.ytimg.com/vi/6oPAGM0o3DU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6oPAGM0o3DU/hqdefault.jpg,480,360,T-Series,none,2017-02-15
HyLCgkQtluw,2017-03-09T07:10:30.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Roke Na Ruke Naina Lyrical Video | Arijit Singh | Varun, Alia | Amaal Mallik&quot;Badrinath Ki Dulhania&quot;","Presenting the video song of ""ROKE NA RUKE NAINA"" with LYRICS from new Hindi movie ""Badrinath Ki Dulhania"" starring Varun Dhawan, Alia Bhatt.",https://i.ytimg.com/vi/HyLCgkQtluw/default.jpg,120,90,https://i.ytimg.com/vi/HyLCgkQtluw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HyLCgkQtluw/hqdefault.jpg,480,360,T-Series,none,2017-03-09
0_jqfezGhjI,2017-03-29T13:05:43.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Din Shagna Da Video Song | Phillauri | Anushka Sharma, Diljit Dosanjh | Jasleen Royal","Din Shagna Da Video Song | Jasleen Royal | Indian Wedding Song Presenting the video song Din Shagna Da from the Hindi movie PHILLAURI, directed by ...",https://i.ytimg.com/vi/0_jqfezGhjI/default.jpg,120,90,https://i.ytimg.com/vi/0_jqfezGhjI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0_jqfezGhjI/hqdefault.jpg,480,360,T-Series,none,2017-03-29
ivvauWrXPmg,2017-04-02T07:00:07.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Tera Junoon Full Video Song | Machine | Jubin Nautiyal | Mustafa Kiara Advani Eshan Shanker|T-Series,"Presenting the full video song ""Tera Junoon"" from the upcoming Bollywood Movie ""MACHINE"". This Movie is a romantic thriller film, directed by Abbas–Mustan.",https://i.ytimg.com/vi/ivvauWrXPmg/default.jpg,120,90,https://i.ytimg.com/vi/ivvauWrXPmg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ivvauWrXPmg/hqdefault.jpg,480,360,T-Series,none,2017-04-02
88LgZ-cf_P4,2017-04-13T10:31:28.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Suit Suit Video Song | Hindi Medium | Irrfan Khan &amp; Saba Qamar | Guru Randhawa | Arjun,"Presenting the first song ""Suit Suit"" composed by Guru Randhawa, Rajat Nagpal, Intense and sung by Guru Randhawa Ft.Arjun from the upcoming Bollywood ...",https://i.ytimg.com/vi/88LgZ-cf_P4/default.jpg,120,90,https://i.ytimg.com/vi/88LgZ-cf_P4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/88LgZ-cf_P4/hqdefault.jpg,480,360,T-Series,none,2017-04-13
jRszQSQZu1o,2017-04-20T13:52:10.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Suit Suit Lyrical Video Song | Hindi Medium | Irrfan Khan &amp; Saba Qamar | Guru Randhawa | Arjun,"Presenting the Video Song ""Suit Suit"" with Lyrics composed by Guru Randhawa, Rajat Nagpal, Intense and sung by Guru Randhawa Ft.Arjun from the upcoming ...",https://i.ytimg.com/vi/jRszQSQZu1o/default.jpg,120,90,https://i.ytimg.com/vi/jRszQSQZu1o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jRszQSQZu1o/hqdefault.jpg,480,360,T-Series,none,2017-04-20
tpYZZIEO-f0,2017-05-04T14:05:59.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Raabta Title Song Lyrical | Deepika Padukone,Arijit Singh|Sushant Singh Rajput, Kriti Sanon |Pritam","Presenting the Raabta Title song with Lyrics featuring Deepika Padukone, in the voice of Nikhita Gandhi composed by Pritam and penned by Irshad Kamil and ...",https://i.ytimg.com/vi/tpYZZIEO-f0/default.jpg,120,90,https://i.ytimg.com/vi/tpYZZIEO-f0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tpYZZIEO-f0/hqdefault.jpg,480,360,T-Series,none,2017-05-04
OOsWmy_Bqm8,2017-05-18T05:32:23.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Thoddi Waala Till Song | Simranjeet Singh, Bohemia, MixSingh | Latest Song  2017","""Thodi Waala Til"" Song | Simranjeet Singh, Bohemia | ""Punjabi songs 2017"" Presenting latest song ""Thodi Wala Til"" composed by MixSingh, written by Maan ...",https://i.ytimg.com/vi/OOsWmy_Bqm8/default.jpg,120,90,https://i.ytimg.com/vi/OOsWmy_Bqm8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OOsWmy_Bqm8/hqdefault.jpg,480,360,T-Series,none,2017-05-18
A7n7WBTGe7k,2017-05-28T16:33:38.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Hrudayantar Official Trailer l Vikram Phadnis,"Gulshan Kumar presents Youngberry Entertainment, Imtiaz Khatri, Vikram Phadnis Productions in association with TOABH Entertainment Hrudayantar ( Marathi ...",https://i.ytimg.com/vi/A7n7WBTGe7k/default.jpg,120,90,https://i.ytimg.com/vi/A7n7WBTGe7k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A7n7WBTGe7k/hqdefault.jpg,480,360,T-Series,none,2017-05-28
xfA6ySYiuE4,2017-06-15T01:30:00.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Neha Kakkar T-Series Mixtape : Kabira Naina l Mohd Irfan l Bhushan Kumar l Ahmed Khan l Abhijit V,T-Series presents in association with King's Goa brings to you the first magical melody Kabira/Naina video song from the #TSeriesMixtape Series in the Voice of ...,https://i.ytimg.com/vi/xfA6ySYiuE4/default.jpg,120,90,https://i.ytimg.com/vi/xfA6ySYiuE4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xfA6ySYiuE4/hqdefault.jpg,480,360,T-Series,none,2017-06-15
ClFopanltmg,2017-06-29T07:28:18.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"&quot;Hawa Hawa&quot; (Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D’Cruz, Athiya Shetty","""Hawa Hawa"" (Video) | Mubarakan | Mika Singh & Prakriti Kakar || Latest Hindi Song 2017 T-Series presenting the video ""Hawa Hawa"" from the latest upcoming ...",https://i.ytimg.com/vi/ClFopanltmg/default.jpg,120,90,https://i.ytimg.com/vi/ClFopanltmg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ClFopanltmg/hqdefault.jpg,480,360,T-Series,none,2017-06-29
_y1pHvjKKEE,2017-06-29T05:11:08.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Hans Mat Pagle Song | Toilet- Ek Prem Katha | Akshay Kumar, Bhumi  | Shreya Ghoshal","Hans Mat Pagle Song -Female Version | Toilet- Ek Prem Katha | New Hindi Song 2017 Presenting video song ""Hans Mat Pagle"" - Female Version from the ...",https://i.ytimg.com/vi/_y1pHvjKKEE/default.jpg,120,90,https://i.ytimg.com/vi/_y1pHvjKKEE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_y1pHvjKKEE/hqdefault.jpg,480,360,T-Series,none,2017-06-29
Giv5EYIx0RE,2017-07-04T10:41:13.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Duma Dum Mast Kalander Full Audio Song | Partition 1947 | Huma Qureshi, Om Puri","Presenting ""Duma Dum Mast Kalander"" full audio songs of Partition 1947 movie which narrates the story of the trauma that people went through due to the ...",https://i.ytimg.com/vi/Giv5EYIx0RE/default.jpg,120,90,https://i.ytimg.com/vi/Giv5EYIx0RE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Giv5EYIx0RE/hqdefault.jpg,480,360,T-Series,none,2017-07-04
Zm92NIKdwNU,2017-07-18T05:24:17.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Tera Ishq (तेरा इश्क) Song | Nyvaan, Millind Gaba | T-Series","""Tera Ishq Song"" | Nyvaan, Millind Gaba | latest ""punjabi songs 2017"" | T-Series We present to you the brand new song Tera Ishq (तेरा इश्क) Video on ...",https://i.ytimg.com/vi/Zm92NIKdwNU/default.jpg,120,90,https://i.ytimg.com/vi/Zm92NIKdwNU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Zm92NIKdwNU/hqdefault.jpg,480,360,T-Series,none,2017-07-18
q8gilwzNQEA,2017-07-20T13:15:57.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"&quot;Mere Rashke Qamar&quot; Song With Lyrics | Baadshaho | Ajay Devgn, Ileana, Nusrat &amp; Rahat Fateh Ali Khan","""Mere Rashke Qamar"" Video ""Song"" with Lyrics | Baadshaho | Nusrat Fateh Ali Khan, Rahat Fateh Ali Khan | New Song 2017 Presenting the first song ""Mere ...",https://i.ytimg.com/vi/q8gilwzNQEA/default.jpg,120,90,https://i.ytimg.com/vi/q8gilwzNQEA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/q8gilwzNQEA/hqdefault.jpg,480,360,T-Series,none,2017-07-20
eWiNPrFmtVA,2017-07-27T10:41:35.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Roke Na Ruke/Mast Magan | T-Series Mixtape |Tulsi Kumar &amp; Dev Negi | Bhushan Kumar Ahmed K Abhijit V,"Kings Goa presents, T-Series Mixtape powered by Saavn brings to you the 13th mix from the series, with the mashup of two of the most romantic Bollywood ...",https://i.ytimg.com/vi/eWiNPrFmtVA/default.jpg,120,90,https://i.ytimg.com/vi/eWiNPrFmtVA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eWiNPrFmtVA/hqdefault.jpg,480,360,T-Series,none,2017-07-27
2WIm3PLAo-w,2017-08-17T14:04:08.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Gori Tu Latth Maar Full Video | Toilet- Ek Prem Katha | Akshay Kumar Bhumi Pednekar Sonu N Palak M,"""gori tu lathmar song"" Full Video | Toilet- Ek Prem Katha | New Hindi Song 2017 Presenting the full video song ""Gori Tu Lathmaar"" from the upcoming Hindi ...",https://i.ytimg.com/vi/2WIm3PLAo-w/default.jpg,120,90,https://i.ytimg.com/vi/2WIm3PLAo-w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2WIm3PLAo-w/hqdefault.jpg,480,360,T-Series,none,2017-08-17
4m5vxdOB8MM,2017-08-23T11:45:16.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Daddy: Aala Re Aala Ganesha Song With Lyrics | Ganesh Chaturthi Special 2017,"Aala Re Aala Ganesha Song With Lyrics | Ganesh Chaturthi Special Song 2017 | ""Ganesh Chaturthi"" is coming on the way. It is on 25th of this month, that is 25th ...",https://i.ytimg.com/vi/4m5vxdOB8MM/default.jpg,120,90,https://i.ytimg.com/vi/4m5vxdOB8MM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4m5vxdOB8MM/hqdefault.jpg,480,360,T-Series,none,2017-08-23
5qGEkjif9vs,2017-08-29T07:46:06.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Musafir Full Video Song | Jagga Jasoos | Ranbir Kapoor, Katrina Kaif | Pritam","Presenting the Full Video song ""Musafir"" from the Bollywood movie Jagga Jasoos. Get it on iTunes - http://bit.ly/Musafir_JaggaJasoos_iTunes Also, Stream it on ...",https://i.ytimg.com/vi/5qGEkjif9vs/default.jpg,120,90,https://i.ytimg.com/vi/5qGEkjif9vs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5qGEkjif9vs/hqdefault.jpg,480,360,T-Series,none,2017-08-29
zMitj4-LIVg,2017-09-01T05:30:01.000Z,UCq-Fj5jknLsUf-MWSy4_brA,"Bhoomi: Daag Video Song | Sanjay Dutt, Aditi Rao Hydari | Sukhwinder Singh | Sachin - Jigar","Presenting the video song ""Daag"" from the upcoming Bollywood movie Bhoomi, Gulshan Kumar and Legend Studios presents An Omung Kumar Film BHOOMI ...",https://i.ytimg.com/vi/zMitj4-LIVg/default.jpg,120,90,https://i.ytimg.com/vi/zMitj4-LIVg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zMitj4-LIVg/hqdefault.jpg,480,360,T-Series,none,2017-09-01
SWvQyQsJw04,2017-09-23T13:38:58.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Golmaal Title Track (Video) | Ajay Devgn| Parineeti | Arshad | Tusshar | Shreyas | Kunal | Tabu,"Presenting the first video song ""Golmaal Title Track"" of the upcoming Bollywood movie Golmaal Again, Starring Ajay Devgn, Parineeti Chopra, Arshad Warsi, ...",https://i.ytimg.com/vi/SWvQyQsJw04/default.jpg,120,90,https://i.ytimg.com/vi/SWvQyQsJw04/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SWvQyQsJw04/hqdefault.jpg,480,360,T-Series,none,2017-09-23
tz2N2mvWgo8,2017-10-07T10:14:52.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Kudiya Shehar Diyan Full Video Song | Poster Boys | Neha Kakkar | Daler Mehndi,T-Series presents Bollywood Movie POSTER BOYS full video song Kudiya Shehar Diyan sung by Daler Mehndi & Neha Kakkar and music recreated by Tanishk ...,https://i.ytimg.com/vi/tz2N2mvWgo8/default.jpg,120,90,https://i.ytimg.com/vi/tz2N2mvWgo8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tz2N2mvWgo8/hqdefault.jpg,480,360,T-Series,none,2017-10-07
teo-MZ2ckbw,2017-10-14T07:41:15.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Official Trailer: Tumhari Sulu | Vidya Balan | Releasing on 17th November 2017,"Here's the much-awaited official #trailer of #TumhariSulu, From the producers of “Neerja” and “Hindi Medium”, The Movie is releasing worldwide on 17th ...",https://i.ytimg.com/vi/teo-MZ2ckbw/default.jpg,120,90,https://i.ytimg.com/vi/teo-MZ2ckbw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/teo-MZ2ckbw/hqdefault.jpg,480,360,T-Series,none,2017-10-14
pcBG92vo3HA,2017-10-17T05:31:34.000Z,UCq-Fj5jknLsUf-MWSy4_brA,&quot;Navv Inder&quot;: &quot;Yaar Bolda&quot; Video Song | Nakulogic | Ihaana Dhillon |  Latest Punjabi Song 2017,"Presenting the latest Punjabi video song ""Yaar Bolda"" in the voice of the Wakhar Swag singer ""Navv Inder"". Get it on iTunes ...",https://i.ytimg.com/vi/pcBG92vo3HA/default.jpg,120,90,https://i.ytimg.com/vi/pcBG92vo3HA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pcBG92vo3HA/hqdefault.jpg,480,360,T-Series,none,2017-10-17
hlvbDjksdCg,2017-10-20T08:30:01.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Guru Randhawa: Ban Ja Rani Video Song With Lyrics | Tumhari Sulu | Vidya Balan Manav Kaul,"Present to you the song ""Ban Ja Tu Meri Rani "" with lyrics from Tumhari Sulu. After super successful Bollywood debut with Suit Suit, Guru Randhawa is back ...",https://i.ytimg.com/vi/hlvbDjksdCg/default.jpg,120,90,https://i.ytimg.com/vi/hlvbDjksdCg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hlvbDjksdCg/hqdefault.jpg,480,360,T-Series,none,2017-10-20
ZrX-B6qlW5I,2017-10-28T05:36:03.000Z,UCq-Fj5jknLsUf-MWSy4_brA,Tere Mere Song | Dhvani Bhanushali | T-Series Acoustics,"We present to you the T-Series Acoustic version of one of the most popular Hindi songs of 2017 ""Tere Mere"" from the movie ""Chef"". ♪ Available on ♪ iTunes ...",https://i.ytimg.com/vi/ZrX-B6qlW5I/default.jpg,120,90,https://i.ytimg.com/vi/ZrX-B6qlW5I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ZrX-B6qlW5I/hqdefault.jpg,480,360,T-Series,none,2017-10-28
